title,lng,lat
St James' Church And Church Hall,-2.997415,53.053394
Forest Centre Fish Bench,-0.528977,52.063751
馬頭観世音,139.11177,34.952118
The Apostolic Faith Pentecostal Church,-90.274199,38.564687
松姤神社 鳥居,136.908729,35.121744
フルハウス,140.014118,35.76011
西宮市大谷記念美術館,135.324449,34.732344
紀ノ川SA下り 風車,135.247623,34.274774
한마음교회,126.824141,37.62571
Picov Parkette,-79.04455,43.854497
彰化縣立 藝術高中 大門,120.553938,24.079422
Helen A. Hatfield Memorial,-123.428011,43.139967
Welcome Coast Guard!,-122.289122,37.787135
Huntington Beach Surfing Walk Of Fame,-118.001975,33.657393
城間自治会掲示板(城間二丁目),127.713127,26.255142
Maple Sugaring Shack,-87.511935,37.984251
Bedford Hill Info Point,-0.148676,51.440851
金杉９丁目公園,140.007779,35.729757
DECO裝置藝術,120.699848,24.194879
Prairie Ridge Playground,-88.540525,42.103446
Pour la patrie - Bassenge,5.610417,50.758779
可美公園ご案内,137.695735,34.686997
Hardware Saw,-87.878208,43.066797
Rhondda Bowl,-3.432664,51.583431
Resonance,126.972488,37.523157
尾山台図書館,139.652521,35.605815
Shau Kei Wan Hung Sing Old Temple,114.227508,22.27668
ルパンベーカーズ,135.741522,34.976439
Bunte Metallskulptur,14.008297,53.016358
Spielhäuschen mit Kletterseil,13.375164,52.572935
Dedicated to: Sgt Truman Olson,-89.0122,43.047076
Alte Dorfschmiede erbaut 1769,7.4175,50.552413
亀岡市役所の鐘,135.573466,35.01407
深江道路開築記念碑,131.555803,33.365613
단양다누리도서관,128.370467,36.985676
士林89號綠地,121.528966,25.106022
Lake Symington Park,-122.825642,47.597918
JAみえきた　わいわいホール八郷,136.626326,35.026145
Monument aux Morts 14-18,5.422198,49.127272
竹神社の鳥居と狛犬,136.618999,34.536896
Three Crosses at Soul Harbor,-104.795727,38.878967
童心,134.721951,34.778766
CCC Worker Statue,-85.226243,30.810717
Rosemead Community Recreation Center,-118.077103,34.079494
長津川のスズメの像,139.988417,35.720029
Álvaro Obregon - Busto,-96.932169,19.524723
福爾摩沙楊梅高爾夫球場,121.12632,24.884843
鳩之澤煮蛋溫泉池,121.508691,24.546049
Lions YAKUSHIYAMA,136.956923,35.088733
旧会津中学校跡,139.927207,37.49052
Eagleby Community Association Sign,153.20959,-27.703225
Piispantilantie 5 leikkipaikka,24.727791,60.164111
우수 아파트 단지 기념비,127.292157,37.386329
St. Mary's Catholic Cemetery,-122.778719,48.130344
Juuttuskarin leikkipaikka,22.223785,60.466231
白山神社 馬の像,136.210588,36.097
Tile Mosaic,-118.370047,33.838175
Ermita De San Sebastián,-3.900347,40.173206
阿弥陀神社,140.16465,37.972484
The Rummel Hildebrandt Bauer Sawmill,-95.505538,29.778728
卓伸卓球道場,136.873492,35.128408
Sierra Rock Park,-119.974289,39.691702
Søndre Slagen Infoskilt - Flinthallen,10.462791,59.270936
Jose Marti Statue,-73.667648,41.006961
All Saint’s Church,-0.450675,52.079583
Drachenflug-Startplatz,7.376788,50.780877
潮芦屋緑地 ビオトープ,135.307458,34.710223
고든어비슨 선교사,126.915257,35.138116
오시리 돌하르방,126.569404,33.518981
丸子新田取水場,138.367271,34.951863
Cerro Maggiore - Parchetto Rionale di Via Adige,8.959984,45.594115
トーテムポール,133.215082,34.422253
Montour Trail Mile 7,-80.219115,40.457421
Silver Cloud Fountain,-122.320627,47.611699
Flower Tile Mural,-104.823348,38.835456
dream house,135.606363,34.678086
白兎神社 参道鳥居,134.114779,35.524676
Høvåghallen,8.216559,58.157446
Museo de Historia Natural,-99.660133,19.282781
Seraing Val Saint Lambert Vierge Marie,5.482224,50.591021
紀尾井町,139.735405,35.681384
The End of the Non-Working Fountain,-106.730198,35.209638
大宮教会,139.629242,35.903298
Lions Club,-118.149255,33.969299
お好み焼 壱ばん,139.947169,35.366824
호반교회,127.724455,37.890584
愛宕神社,139.656204,35.981327
빨파노초 놀이터,126.705229,37.635027
Williamstown Historical Society,-76.618399,40.580082
Font De Rogent Bassols,2.184269,41.409267
Oregon Trail Landmark,-121.339371,45.695875
Rowley Bristow Monument,-0.504785,51.322517
분당이매동성당,127.125724,37.39908
洋食バルZuppa,130.485311,33.763097
Greendale Public Library,-87.996365,42.941018
Stadtplan Edelzell,9.698763,50.531009
Piscinas municipales de Fitero,-1.855858,42.060712
Tank Memorial,-76.095227,40.657914
Waterlooville Town Centre,-1.030076,50.881073
民雄三興廣場,120.471922,23.55601
East Picnic Area at Miller Outdoor Theatre,-95.388054,29.719466
Ft. Wright Memorial,-84.536089,39.051707
Staty av Gunnar Nordahl,16.171617,58.584365
遠山樹影變電箱,121.008138,24.77717
Park Avenue United Methodist,-84.575097,39.409218
室蘭中島南郵便局,141.021314,42.352001
"Rzeźba ""Pokój""",16.948999,52.392485
西本願寺 太鼓楼,135.752599,34.992781
湯沢清水町郵便局,140.48555,39.164249
St. Kevin Catholic Church,-87.559368,41.704372
重劃區遊樂場,118.412013,24.439429
Music in Moncrieff,149.120523,-35.155566
成城三丁目緑地 北口,139.597661,35.635483
Rotebro Grindslant,17.918196,59.482963
螺旋,139.475996,35.672344
城南本町のお地蔵様,130.728014,32.708535
Haus mit Reißverschluss,13.43821,52.455137
Historic T. F. Green Airport Terminal Building,-71.428468,41.732197
해마머릿돌,129.19078,35.321384
St. Jude Statue,-98.435743,29.505691
911 Memorial,-83.802341,32.818962
Pyöreä tapaamispaikka,25.033447,60.293579
Oak Tree Corner Tile Mosaic Sign,-1.377994,52.710839
御前谷,137.703521,34.716567
弁天宮,139.949569,35.427129
Cardinal Family Basketball Court,-88.254172,39.988721
陸軍歩兵学校之跡,140.114293,35.630364
浜寺公園 鳳凰松,135.442501,34.541854
Altes Tunnelstück,6.582081,51.496965
広島県立びんご運動公園陸上競技場,133.174591,34.434643
神馬,133.803238,34.276786
Kemmer Stand / Tavern,-84.913634,35.928463
Cresthill Park,-74.116242,40.948985
"Montbeton, Stèle",1.284189,44.012744
Infoskilt Altevatn båtutsett,18.90459,68.660872
東海道 江戸へ二拾九里,138.881185,35.104491
加茂農村公園,138.075291,34.747367
時計塔,138.494212,35.009855
Spårvagn,11.887214,57.657156
Rotenboden Station,7.765408,45.984463
spilt milk wall art,-0.904887,51.452978
吹田市豊一地区公民館,135.505013,34.761918
中本町あやめ通り,130.824122,33.895929
Esprit Libre,-75.65466,45.431626
Joe College Statue,-97.114012,31.547134
Parque Emiliano Zapata Norte,-89.609496,21.016311
Wegkreuz Jesus & Maria,11.75762,47.715153
敬天愛人,135.568949,34.458317
中華基督教積穗教會,121.473422,25.005934
Dancing Playground,103.842304,1.431304
Hurst Ranch Historical Center,-117.952217,34.064263
協和発酵前踏切そばのお地蔵さま,130.940024,33.919128
社 橋本台一丁目,139.344287,35.583025
クレープカフェ アルアル,129.851777,32.803034
千葉市中央コミュニティセンター 松波分館 Chiba City Central Community Center annex Matsunami,140.106297,35.621069
板山神社,136.885972,34.886624
Naturmuseum Solothurn,7.539299,47.207268
Boulderpaja,25.780289,62.258092
인천대공원 남문 비석,126.754762,37.448527
Buffs Garden Gazebo,-75.982309,36.875177
Saint Joseph Roman Catholic Church,-72.808742,41.538757
Mémorial des Sportifs,1.243144,45.846972
Cuiabanos Viola De Cocho,-56.099913,-15.57821
Plan de la ville--Douai,3.08647,50.351497
Single Atom,-113.590519,37.101001
Dr. Geneva Burke Plaque,-119.758554,39.164364
つくば駅エレベーター,140.111917,36.08264
Fuente Plaza Capuchinas,-4.778573,37.885588
Monument aux Morts,1.569937,48.820628
赤土山古墳造り出しの説明パネル,135.84004,34.619532
椋木神社,132.483751,34.478815
The Assembly Rooms,-3.006336,52.273444
なかよし遊園（堤町四丁目）,136.909183,35.097246
上賀茂池殿町案内板【京都市広報板】,135.753215,35.057948
深専寺,135.177372,34.034651
Om Å Stille Stormen,11.389833,59.11863
Lekeplassen ved Skibua,11.239253,59.974465
Pirate seulement,-73.99675,45.331841
départ du parcours de santé,6.157491,48.65524
나뭇잎 놀이터,128.49156,35.867184
Bersagliere,9.562204,45.669535
影向寺,139.618803,35.578024
Royal Oak Gazebo,-114.222563,51.137699
Plaza Villa Serena II,-71.406407,-33.052467
保安道遊樂場,114.157221,22.33938
"""Amphitrite"" Fountain",4.937596,52.377076
桃園鐵路自行車步道里程碑8K/900公尺,121.295004,25.050928
Guard Lion,-102.623924,40.645295
Huntington Park,-88.122107,42.096504
滑石１丁目４番地公園,129.852467,32.806003
鹿児島県市町村自治会館,130.556938,31.558796
Beckenham Place Park Cycling Circuit Trail Marker.,-0.020006,51.416561
怪しいネズミ,139.672012,35.915848
Capilla de la Virgencita y Jesucristo,-99.291819,19.601562
Vannpumpe,5.344237,60.346709
Statue of Goddess of Mercy,139.772971,35.730707
Hafenanlage Neptun,12.440479,52.385631
FourteenSix Church,-112.388042,33.64082
Wasserpumpe August-Bebel-Straße,12.469427,50.848366
半ノ木公園,137.026166,35.09491
遠野市街地ガイドマップ 中央通り,141.527799,39.33028
Neighborhood Park Sign,-121.449008,38.403184
栄第4公園,139.805005,35.836972
Cabmen's Shelter,-0.114641,51.511022
鼎中商圈導覽全圖,120.32159,22.672925
塩小路光孚卿の碑,139.409406,38.058421
Jacob Conser Plaque,-123.012872,44.715281
石の灯籠,133.960199,34.650517
Żółta siłownia,18.397469,53.213805
De Ossenstal,5.955877,52.379521
Arboretum,-104.725929,39.627682
カニさんのオブジェ,134.994699,34.647529
행구수변공원 비석,127.995991,37.343194
Clubhouse at The Farm,-78.574301,33.919749
東野第５公園,135.555482,34.522734
Los Niños Park,-117.043586,32.598757
Bang and Olufsen Memorial Plate,8.604549,56.483227
Bureau de Poste Mas Drevon,3.868239,43.595563
Paseo Ecológico Principe de Asturias,0.071427,38.63602
河内ふるさとのみち道標,135.60325,34.508739
Sootbrakka,11.157605,59.923396
美麗河畔櫻花藝術檣,121.502274,25.061939
New River Walk Information Board,-0.097498,51.542152
힐링 포레스트,127.139547,37.595908
かもめ,133.701313,33.569366
道の駅もてぎ モニュメント,140.173311,36.528024
Tecolote Creek Bridge,-117.178573,32.798511
Puy Du Fou - Jean De La Fontaine,-0.9323,46.89083
清福公園,120.329509,22.741181
wegekreuz weitingen,8.801474,48.467413
Arte Marxadella,-0.476821,39.427257
豊中千成郵便局,135.470546,34.735757
4-Person Leg Press Exercise Station,-117.637237,33.67274
Brooksville Park Kiosk,-72.916378,41.455731
Tiny Waterfalls Fountain,12.589604,55.656744
志賀廼家淡海顕彰碑,135.9153,35.120081
Windkracht,5.647972,52.039564
南浔公园,118.636941,24.674518
かわせみ,139.789065,36.758338
下り松町地蔵尊,135.749725,35.003014
Rotary Four Seasons Park,-112.822944,53.007756
Woodcock Hill Village Green,-0.272916,51.648305
小港公園遊樂場,120.338597,22.564849
Escultura campesinos,-5.544973,36.923024
神代団地案内図,139.575763,35.6532
Olenas utsikt,10.613245,59.801835
Green Dino,-113.272666,37.210261
City of Kingston Memorial Centre,-76.499852,44.239365
かわせみ湖,137.993721,34.906257
親鸞聖人御像,134.552738,34.161426
南瀬谷一丁目公園,139.487054,35.450193
Hide and Seek,-123.367932,48.424191
Le voyage de la Sirène,-2.20508,47.275776
とりさかのちいさなケーキやさん 『ペコリ』,138.432736,35.013766
○△□の壁,137.938679,35.747158
Fontaine Du Belvédère,-1.172808,44.659507
地蔵堂(牛渕),132.846764,33.796024
Rozee Grove,-123.398155,48.485056
四街道つくし座郵便局 Post office,140.176313,35.671306
明教寺のお地蔵様,135.618004,34.682553
立正佼成会　豊田教会　稲城支部道場,139.493934,35.647693
Welcome to Scio Township sign,-83.838963,42.288184
Bierley Woods Entrance Post,-1.733127,53.759782
Iglesia Metodista unida Getsemani,-93.908695,29.923251
塘尾道兒童遊樂場,114.166208,22.323176
市原市にある神明宮,140.111545,35.531225
Jouer au parc,2.742849,48.858885
すべりだいと木製の遊具,135.573778,34.690207
宮の前歩道の案内板,137.943708,35.725375
History of Lake Wabukayne,-79.73986,43.577024
Ambjornrodveien fotball bane,10.918484,59.242987
洪福邨正方形涼亭,113.997014,22.437643
Willis Historical Marker,-95.479852,30.424864
Dumpy,35.541941,32.793712
相模大野中央公園案内板,139.432911,35.535463
The APPLE Entrance Object,139.702758,35.529309
Eken,12.252818,58.263622
Saginaw Tribute Mural at Mod Pizza,-97.393168,32.881286
交通安全のカエル,139.495268,35.427429
Steigerend Paard Sculptuur RIVM,5.189036,52.118337
Casanova Italian Restaurant and Mascot,-73.952075,40.734074
Fairmount Memorial Park,-117.486263,47.700992
Man in the tree art,-0.096517,53.570704
Campo da tennis - Pozzo d'Adda,9.500372,45.570106
Beaver Ranger District Information Center,-112.643745,38.266321
箱舟型地下通路 東側,141.120244,39.697185
善化聖家天主堂,120.293686,23.129663
猿花稲荷鳥居 Torii,139.663781,35.917218
농심 표지석,126.91867,37.497209
Outdoor Play Area,-0.117151,51.563265
Horw Kapelle Steinmattli,8.301751,47.014331
Landmarks on the Landscape,-109.591329,38.626964
Kinnerton Place Playground,-77.337128,39.336126
Beaune - Plaque en Hommage Aux Victimes Du Bombardement,4.847878,47.022832
本宮２丁目の掲示板,135.871326,35.001869
風を受けるオブジェ,139.714938,36.045548
Maryland Parks Centennial Time Capsule,-77.494622,39.463781
Chambers Creek Playfields,-122.565168,47.19799
北糀谷公園の井戸,139.735254,35.562636
Kattekesberg,4.46211,51.296329
Batu Kawah New Township Monument Commemorating 45th Years of Sarawak Independence Within Malaysia,110.308475,1.512507
Mini Columpios del Bicentenario,-70.703794,-33.499232
Puits De Stuckange,6.239954,49.325727
ICOT NICOT information,133.920943,34.666041
矢崎地蔵,138.22022,34.879283
Green Dinosaur Statue,-111.966888,40.609345
Swirly Sculpture at 3400 Carlisle,-96.799818,32.806918
Mend a Broken Heart Sculpture,-77.586074,43.192451
JOJOetNONOの看板,141.329126,43.06728
Gusanito Bugambilias,-103.44119,20.602993
Jesse Henderson's Grave,-86.140609,40.434142
In Honor of Kyle Kirst,-74.370336,40.727819
墨田区エリアマップ,139.797218,35.698404
Mission Salut et Guérison,55.504474,-21.259748
Jesus and Family,113.551658,22.212405
妙蓮寺入口の石碑,139.511533,35.448915
Kenney Fort Bridge,-97.641799,30.509469
Water Feature at Rainforest Flora,-118.354124,33.856983
Gospel Hall Gibraltar,-5.354297,36.133821
Swim Like You Mean It,-104.942066,39.913664
小さな休憩所,134.551384,34.077187
取手市桜が丘 の公園,140.125161,35.902242
龍福宮,120.865745,24.691681
竪川河川敷公園案内図,139.837129,35.694324
Global Influence,-115.154324,36.069914
Grünes Schwein,13.787984,51.005482
一目千本桜案内石(船岡駅付近),140.76296,38.05878
La République,-3.362053,47.743819
Alexandra Park Blind Joe Statue,-2.104946,53.532346
Cardington Fire Department,-82.896547,40.498732
Sewell Park,-97.934659,29.888708
札幌栄町郵便局,141.351297,43.115944
Parque Santiago de Las Atalayas,-74.196969,4.637159
기쁨 교회,127.11425,37.534071
Holy Cross Cemetery,-118.390655,33.99292
Warriors Static Display,-79.013447,35.126289
매봉역 주변 안내도,127.045553,37.48626
Forever Lucky Mural,-73.905056,40.771634
朝陽の杜墓苑入口,139.552066,35.495999
霧島錦江湾国立公園 重富海岸,130.622173,31.708091
หลักกิโลเมตรบางควาย,99.954463,12.719122
睡吧睡吧！我可愛的寶貝,120.89672,24.69946
Pedestrian Bridge,153.380851,-27.959612
Outdoor Deck at Terminal C,-104.666567,39.863009
熊野神社,140.078955,37.983347
Sexauer Park,-96.803808,44.317085
Piste De Bicross Michel Coluche,5.310933,43.408388
休憩石椅子２,139.449874,35.733222
重劃公園涼亭,120.511681,24.052866
南池袋公園　時計塔,139.714104,35.727765
小牛田駅前時計塔,141.063151,38.541656
Thompson Park Outdoor Rink,-120.15047,50.66941
Elephant on a Spring,12.011846,55.983829
Chapelle Notre Dame,2.987818,50.532599
Mustang Museum at Williams Square,-96.939217,32.87063
Marmande - Monument Aux Morts,0.167519,44.502806
足立坂東第二十五番札所,139.564102,35.976794
Wasserspiele,10.774189,53.699088
しまおしくら,130.375218,33.58336
Waffle in the Sky,-121.954609,37.353976
Wegkreuz,15.252629,48.740661
藤棚＆休憩所,136.615896,34.965094
非核平和宣言都市堺市,135.497478,34.577031
灯篭,133.764797,34.242813
Les Livres en Liberté,7.77847,48.588961
時計柱,141.062377,42.385825
Escorrega De S. João,-9.382962,38.700763
Tünnes & Schääl,6.961017,50.908854
역동적 하모니,126.88917,37.579651
灰色小海豚,121.570444,23.996868
Warbler Gate,-95.451332,29.699507
Silver Jubilee Plaque,-2.107132,52.030988
黒潮町観光案内板,133.101362,33.087058
武里第五公園,139.778012,35.939438
浅草川大川端宮戸川,139.791661,35.699523
9410 B Marker,-88.403188,42.192257
地域掲示板,139.786632,35.79593
城山台２号公園,135.609615,34.34485
Info-Tafel Fledermäuse,13.600997,52.534432
水掛地蔵(佐野美術館横),138.915404,35.115655
龜子山大榕樹土地公,121.439588,25.214989
花瓶,121.429716,25.05804
Little Chocolates,-86.729469,41.606492
ふくろう,137.952852,34.752705
꿈꾸는 숲,129.400141,35.968694
Colourful Boxes,8.884598,53.082855
深田公園 時のプリズム,135.197259,34.884466
Rûmsicht,6.09221,53.101197
금빛마을 현대아파트 101동 앞 놀이터,128.091363,35.238346
로맨틱 가든,127.996008,37.328397
ブクンダ公園,135.594243,34.570338
竣工記念碑,139.691365,36.103708
Pilersuisoq Bulletin Board,-56.154069,72.787172
Us Statue of Being Together,127.058121,37.491938
행복한 놀이터,127.135038,36.771535
Winchester Concrete Baseball,-78.15305,39.176623
元気サロン松葉館,140.158437,35.937521
The Lighter Basin Plaque,174.758545,-36.845132
Wappen an der Kirche,9.243297,48.307106
Bibliothèque Départementale De L'Aude,2.349639,43.227719
未来に行く者達へ,135.191794,34.691291
Commemorative Plaque @ CCK,103.742824,1.383558
“The Shed”,-105.006562,39.817918
Owen's playground dedication plaque,-122.53114,47.633612
お地蔵さま@東九条石田町,135.760631,34.973727
Springboro Parks: Clearcreek Park,-84.264332,39.546228
Carving Sculpture,-83.195458,42.539166
Field Of Dreams Field,-78.958534,43.039092
Iglesia El Rubi,-117.031955,32.487405
Siddende Sneugle,12.518525,55.750853
宗像四国西部霊場　上西郷　第十五番,130.501211,33.760996
ガーデンポートのテラス,139.413317,35.554396
바다위에 해적선,126.560242,37.491492
筆塚,138.450966,36.159643
森孝東コミュニティセンター,137.023572,35.192599
弁天様,140.476763,35.692172
Stonebrooke Playground,-81.493568,29.946351
Pop's Signature Bottle,-97.335676,35.658625
Grafite Torre Eiffel.,-47.859771,-23.357459
福島市役所 信陵支所,140.431325,37.793861
Arı,28.863253,40.982482
Weltkriegsehrenmal,9.72266,53.979296
Island Pond Cemetery- Chapin St. Entrance,-72.47994,42.175079
Fountain,-2.756829,54.661601
延命地蔵(揖斐川町市場),136.536477,35.473589
대동 다숲 아파트 정자,128.61828,35.260722
Heron Park Little Free Library,-88.130653,42.35498
Clock Tower,-89.751883,40.776338
Lock Your Love on Route 66,-92.642727,37.684032
縁,140.101711,35.6836
The Grandparents Of Jesus With Little Mary,-112.287659,33.62947
二見興玉神社 常夜燈,136.786473,34.50845
"Congregational Church, Winslow",-0.883887,51.941371
緑ケ丘霊園,139.556619,35.400915
功德碑牌,121.117851,24.948632
北原台公園,139.731093,35.86868
巨大方位図,135.638621,34.773026
南田辺本通商店街　南門,135.524271,34.621223
Le Prétoire,4.169478,45.293079
八幡社　鳥居,137.081232,35.052068
Walker School Park,-94.26113,39.016962
北野天神社の筆,136.872443,35.335247
Parroco Rodolfo Garro Lopez,-76.944144,-12.162955
足柄稲荷,139.126932,35.342765
中埔福德宮,120.945397,24.795778
市立片塩小学校 旧校舎跡記念碑,135.742216,34.509244
El Chasqui,-75.229722,-12.037348
Pioneer Crossing East Park,-97.640698,30.360322
North Western Titans,144.566501,-37.637687
Röllingby fårhagar,18.301607,59.491948
Klemetti-Kuulan patsas,22.834751,62.78607
Memory Lane Park,-117.890465,33.77412
秋津4号児童公園,140.012152,35.672396
Blåbjerg,8.241985,55.747178
Historical Plaow,34.917325,31.888869
Bell of Ärentuna,17.606594,59.955482
Border Brook Trailhead,-98.627811,29.470869
岩戸川緑地公園,139.592222,35.626284
Wanda Shopping Center,116.218264,39.904469
鵜殿葭の原,135.65904,34.857826
Fledermaushaus,13.668929,51.05924
桜堤遊歩道,139.532197,35.71144
Sidolyft,12.02389,57.437535
ビックメガネ,127.706035,26.241817
高天神社参道 道標,138.035144,34.702239
건강한 도시 행복한 양산 - JC 문화의 거리,129.040552,35.351077
歡迎光臨義民里,121.755866,25.129211
Sorensen Park,-118.061833,33.979061
北野公園,136.75003,35.416936
Julie Dawn Park Playground,-117.118277,33.15334
The Top Men,-117.706232,33.461751
Bling de Notaire Bussy Saint Georges,2.708269,48.835958
若草児童公園,131.885193,32.954661
Metalaffe,6.892485,51.024009
若宮八幡宮鳥居,135.951626,35.010292
雙流休憩涼亭,120.806542,22.219845
"Laigneville, Eglise",2.445217,49.294153
荷牛の像,137.857432,37.043021
Kaple Sv. Jana Nepomuckeho,14.186809,50.767135
小倉公会堂,136.834012,34.936265
촛불석상,127.106202,37.025397
In Honor of Paul and Mary,-83.931841,36.037128
ちっちゃな公園,136.072654,35.647723
Park Bench,-2.071733,52.333931
Fountain,17.900796,59.274308
Ministero Al Canzando Coshecha,-106.445806,31.860497
地蔵尊,139.865728,34.993423
東京海洋大学内東屋,139.747179,35.628438
Observatori,2.132872,41.490252
加茂町内会掲示板,138.932502,35.135181
大僧正高志大了顕彰碑,132.721154,33.830957
Palms Marketplace Tile Fountain,-119.147894,34.222335
Sculpture,-2.733335,53.342665
Genuine Banksy Love,-4.261211,55.862973
Cambridge House,-0.093989,51.480763
201 Tjället,13.983327,58.167992
しずく公園,139.553636,35.456553
八幡宮 鳥居,137.174798,35.094231
かたかご広場 Katakago Park,136.492621,36.439678
福德宮,120.452708,23.465346
Northeast Park,-82.739046,27.916589
État major des FTPF,2.357712,48.824006
Tree Of Life,-95.433167,29.516486
Goodwill Missionary Baptist Church,-95.335388,29.768766
Happy Paws Pet Spa,-107.853139,37.296287
Town and Country Rock Fountain,-117.823661,33.788072
Palacio de los Patos,-3.602851,37.172112
人力車,139.736046,35.677088
Kia Basketball Court,-85.122511,32.917371
Pferdestärken,6.762263,51.130891
西部公園の複合遊具,139.176997,36.324765
"Rödek, Quercus rubra",12.883456,56.060658
天神山古墳,139.918808,35.78599
おかげさま門,140.222902,38.816528
国信橋の地蔵,132.554384,34.38006
Sugar Mill Park,-111.988971,43.50365
作田排水路第一調整池,139.612003,35.873675
Welcome to Gibbins Park Trail,-97.119442,32.768452
Child Star,-122.097844,37.633189
Schlachthof Gotha,10.700564,50.939551
博多節舞姿,130.419063,33.58985
한식정자,127.110968,37.19795
Mural de goofy,-99.029236,19.293074
Derby Park Gazebo,-84.652877,38.927494
上瀬上公園,139.983396,35.801028
Betty Krouse Park,-104.784975,38.843477
Move More Derby 1,-1.477889,52.9308
Jubilee Park,-1.898957,51.552677
背伸ばしベンチ,136.820461,35.2553
荏原第五地域センター,139.725689,35.608289
The Clay Lady Mural,-86.725796,36.153443
Plattsmouth Conservancy,-95.884925,41.004846
Spring Flowers In Mason Jars,-117.002657,46.732223
Walk-a-Mile,-92.005868,30.092626
Parroquia Ntra. Sra. de Regla,-14.10754,28.350808
Dobogomajori bölény szobor,17.201602,46.794474
Estátua Dealmo Selmiro Poersch,-54.063196,-24.560098
St. Thomas Parish Rooms,1.271075,52.629935
King Edward VII Post Box,-0.391892,53.755081
Highland Stone Park 8716,-77.178175,39.048056
花余部の道　あずまや,135.547356,34.535727
十二所神社本殿,137.986968,34.780679
Halászlányos Díszkút,21.097761,46.682177
Jelshøj,10.181386,56.097676
江釣子村生誕百年記念樹石碑,141.072891,39.297665
西野つりふねそう公園,135.53876,34.516537
Iglesia La Puerta es Cristo,-6.164443,37.364681
講中,134.506234,34.130656
Alte Schmiede,10.03074,54.315023
栗東きょうどう夢の森,136.038938,34.967829
女性と子供の石像,129.79173,32.784475
Log Impaled on Anchor,-76.34683,37.024021
Église de St-Jude,-72.988192,45.773773
Památce padlým Nedabyle,14.514162,48.928532
Art Around Mesquite,-96.639148,32.807311
Kenny Alley,-122.438772,37.71927
DNDC playground,-84.293467,33.928505
Legeplads Kong Sigfredsvej,10.005825,56.488257
Walmgate Bar: Entrance to the City of York,-1.070588,53.955105
Castillo,-72.692139,-37.806582
산에서부는바람,128.463119,37.180706
Lincoln Park Rock,-84.845375,42.554837
Ampersand Mural,-0.078696,51.419426
大仁神社,138.940483,34.995778
狭山公園 休憩舎,139.439895,35.760265
福和家,139.740032,35.774264
宇都宮キリスト集会所,139.891697,36.563883
Arendal Misjonskirke,8.721023,58.476234
Fairview Church of Christ,-76.245363,36.82579
めじろじどうかん,139.709997,35.722099
Gedenkstein Wohnbaugenossenschaft,8.432441,47.356091
近鉄 山田川駅（京都線）,135.793613,34.73759
Press Play,10.788031,59.834522
Jersey Shore Gazebo,-74.040512,40.208808
水神社,134.548445,34.866474
Zona de esparcimiento canino,-3.882354,40.49632
Mural Colorido,-99.109763,19.469296
Little Free Library,-104.953578,39.673086
碧空と飛瀑の石碑,135.436561,35.139379
八雲北公園,135.568517,34.751855
Le Pavillon Coréen,-1.507242,47.229846
千浜東コミュニティ防災センター,138.078678,34.656045
平楽公園,139.630777,35.429172
Tilkunpellon Urheilupuisto Trail Marker,24.958377,60.279216
Draveil Les Coccinelles,2.423443,48.683576
Windsbraut,9.433915,54.78931
高森台西部集会所,137.040304,35.291573
대연성결교회,129.084288,35.135053
Giles Corner Park,-96.027952,41.178729
Fuente de Chorrinos,-6.529284,40.59969
수서역 안내도,127.104965,37.484758
Park Vlaskamp,4.34402,52.090852
三重聖傳福音堂,121.484346,25.056868
Summer Creek Marker Sign,-122.820771,45.443473
giant skate board,-0.113065,50.953486
東田遊園,137.419021,34.767113
Community Acres Park,-87.213622,41.561639
白狐稲荷神社,139.245392,36.351724
Heroes Del Tahuantinsuyo,-77.531832,-9.532834
Little Free Library at St. Paul’s,-76.60453,40.157291
横町公会堂,138.313538,36.694774
Iglesia Del Carmen,-99.90811,16.854564
Cykelpumpen,11.952977,57.720855
Uninviting Invasives,-83.010404,39.945778
Salle communautaire bambou,-1.716722,48.299791
お堂(南郷),135.750175,34.539182
蜂須賀家政公顕彰碑,136.85683,35.349351
Goose Creek Stream Enhancement Project,-81.808506,36.479369
みちしるべ,133.86622,34.318757
Dvě Věže Se Skluzavkami,14.457996,50.046685
大森公園,135.367673,34.747754
Infokasten Einfeld,9.987017,54.12879
Brunnen Ober-Ulm,8.189237,49.934497
Wentworth Point Community Centre and Library,151.077981,-33.825389
Wild West Scene,-114.468919,51.187048
トミタの豚,139.085078,36.658556
市制三十周年記念植樹の碑,135.975769,35.048878
東屋(陣場公園),140.06299,36.041891
Leslie Groves Park - Snyder St,-119.262344,46.314762
King of the North,-149.85983,61.142314
Native Plant/Wildlife Corridor,-117.092387,33.495545
地蔵尊,135.612161,34.751236
ศาลพระภูมิ ปตท.หนองฉาง,99.856606,15.380099
Talha Antiga,-8.909106,38.543196
Downtown Metal Art,-79.175563,35.480736
洞門寺,132.460072,34.406635
虹景酒店大石头,114.417114,30.510313
Weiherbörnchen,8.70825,50.641532
辻ヶ森三社,137.245549,36.143365
Ampersand Cheyenne,-104.768016,41.159517
Union Second Baptist Church,-83.14742,42.267188
Rösiös Agitator,14.135626,57.744285
Measham Catholic Church,-1.505474,52.706612
Sunset Park,-81.324892,28.242133
Mama’s Ice Cream,-73.898732,42.91017
Alcock & Brown Vickers,0.18077,51.450547
Fuente plazoleta Ariz 1940,-2.881459,43.236275
Lower Como Dog Trail,-122.850908,49.227203
Bird Skeletons,151.253245,-33.891187
